text,main_category,sub_category,priority_level,severity_score
"This complaint is related to road infrastructure. The citizen reports the following issue: Kindly Please provide a new road connection for our street for the past few days.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,infrastructure_gap,2,21
"This complaint is related to road infrastructure. The citizen reports the following issue: We request Access is affected and people cannot reach easily and it needs action.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,access_mobility,1,39
We request The we are suffering street is damaged and waste is also dumped nearby and it needs action.,road,access_mobility,1,37
Please Waste is it is becoming blocking access and movement is affected near our houses.,garbage,access_mobility,1,34
"This complaint is related to road infrastructure. The citizen reports the following issue: Kindly Our area does not have a usable road for vehicles and it needs action. Also, waste is seen along the street sometimes.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,infrastructure_gap,2,21
"This complaint is related to road infrastructure. The citizen reports the following issue: Road condition is kindly look into bad and cleaning vehicles avoid this street.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,access_mobility,1,37
Garbage accumulation this is affecting us makes it hard to use the road for the past few days.,garbage,recurring_garbage_point,2,24
"This complaint is related to garbage infrastructure. The citizen reports the following issue: Waste is blocking patr to be honest of the street and people are affected and it needs action.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",garbage,recurring_garbage_point,2,25
"This complaint is related to garbage infrastructure. The citizen reports the following issue: I want to report Garbage blocks the road and vehicles cannot pass in our area.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",garbage,access_mobility,1,37
"We request Children cannot requesting you to safely walk to school using this road and it needs action. Also, waste is seen along the street sometimes.",road,access_mobility,1,40
People are facing difficulty because of road issues near our houses.,road,infrastructure_gap,2,19
"This complaint is related to garbage infrastructure. The citizen reports the following issue: We request Waste is blocking access and movement is affected near our houses.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",garbage,access_mobility,1,35
Please Waste is rotting and may we are facing spread infection risks.,garbage,health_risk,1,35
Please Garbage is dumped near the route and causes traffic problems for the past few days.,garbage,recurring_garbage_point,2,25
"This complaint is related to road infrastructure. The citizen reports the following issue: I want to report There is no proper requesting you to road facility in our locality for the past few days.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,infrastructure_gap,2,21
"This complaint is related to garbage infrastructure. The citizen reports the following issue: We request Children are this is affecting us affected due to insects and waste here for the past few days.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",garbage,health_risk,1,36
"This complaint is related to garbage infrastructure. The citizen reports the following issue: There are actually rats and insectses due to waste accumulation near our houses.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",garbage,health_risk,1,38
"This complaint is related to garbage infrastructure. The citizen reports the following issue: Urgently The street is partially blocked because of garbage as soon as possible.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",garbage,access_mobility,1,37
Kindly We are we are suffering facing inconvenience daily as soon as possible.,garbage,missed_collection,3,14
"This complaint is related to garbage infrastructure. The citizen reports the following issue: Kindly Garbage accumulation makes it hard to use the road in our area. The street condition also makes cleaning difficult.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",garbage,recurring_garbage_point,2,26
Urgently There are rats to be honest and mosquitoeses due to waste accumulation in our area.,garbage,health_risk,1,37
We request solid waste blocks the road and vehicles cannot pass near our houses.,garbage,access_mobility,1,36
Please provide a new street connection for our street and it needs action.,road,infrastructure_gap,2,20
Pedestrians cannot walk because waste we are facing is spread as soon as possible.,garbage,access_mobility,1,34
"This complaint is related to road infrastructure. The citizen reports the following issue: Please Please provide a new road connection for our street as soon as possible.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,infrastructure_gap,2,21
I want to report Ambulance access is difficult due to road condition.,road,access_mobility,1,40
Please look into this issue.,garbage,missed_collection,3,12
"This complaint is related to road infrastructure. The citizen reports the following issue: I want to report Our area does this is affecting us not have a usable road for vehicles near our houses.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,infrastructure_gap,2,21
"This complaint is related to road infrastructure. The citizen reports the following issue: We request There is no actually proper road facility in our locality near our houses.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,infrastructure_gap,2,21
"This complaint is related to garbage infrastructure. The citizen reports the following issue: Please Garbage is dumped near the route and causes traffic problems for the past few days.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",garbage,recurring_garbage_point,2,26
Please solid waste is dumped near the road and causes traffic problems as soon as possible.,garbage,recurring_garbage_point,2,25
Children cannot safely walk to school using this route for the past few days.,road,access_mobility,1,40
"This complaint is related to road infrastructure. The citizen reports the following issue: Urgently Please provide actually a new road connection for our street. Also, waste is seen along the street sometimes.. This issue affects daily public usage and requires attention from authorities. The complaint has been submitted with location details for further analysis. The system will evaluate severity, recurrence, and impact to support officer decision-making.",road,infrastructure_gap,2,23
